enviorment change rate,planned master run,master run,apex evolution rate,fitness,max species,fit sigma left,fit sigma right,fit r2
0.5,992,992,0.171,4001.0,76.0,0.05655642060816487,0.06498167163522325,-6.6136392630670695
0.51,993,993,0.166,2977.0,72.0,0.048625603223735055,0.07430198354760671,-6.239753815952726
0.52,994,994,0.159,4001.0,77.0,0.043450339169360995,0.07236182366088764,-10.167971481220224
0.53,995,995,0.082,3288.0,72.0,0.014984558285943892,0.10037113497339088,-7.034356146367241
0.54,996,996,0.164,3749.0,73.0,0.04786400104359232,0.07396809786258436,-8.721795154251883
0.55,997,997,0.189,3522.0,74.0,0.05785201307364896,0.06420932844253949,-9.605792098047486
0.56,998,998,0.06,4001.0,74.0,0.0037671822646810453,0.1071027897258333,-5.0829552263946205
0.57,999,999,0.178,4001.0,72.0,0.05128847457462133,0.06677216006831507,-10.4724842582629
0.58,1000,1000,0.251,3106.0,74.0,0.08114235170182353,0.04484572965145015,-11.415152982421715
0.59,1001,1001,0.158,3694.0,77.0,0.04495397274586023,0.0759384314539962,-11.525101182783159
0.6,1002,1002,0.156,4001.0,74.0,0.04196245541872011,0.0739957937931706,-8.355819991643347
0.61,1003,1003,0.154,4001.0,74.0,0.04369070084999082,0.07421401486432742,-10.437983595672783
0.62,1004,1004,0.203,3882.0,79.0,0.06010223733251552,0.05985876999623173,-9.656862469395389
0.63,1005,1005,0.188,4001.0,80.0,0.052829652900794034,0.06367449822670035,-13.298609429789694
0.64,1006,1006,0.191,3171.0,74.0,0.057369236409252636,0.0663073985944729,-8.823745979288443
0.65,1007,1007,0.182,3298.0,76.0,0.05193088680568838,0.06621211226623082,-8.970588837790794
0.66,1008,1008,0.158,4001.0,74.0,0.041997298248289995,0.07279128222236346,-10.997897546288378
0.67,1009,1009,0.316,2183.0,70.0,0.11153600276431049,0.028516030932016666,-6.399694388779122
0.68,1010,1010,0.163,3583.0,75.0,0.04373963348615909,0.07390098587226153,-11.123267971902225
0.69,1011,1011,0.161,3251.0,75.0,0.04635437706456698,0.07785092722753512,-7.759063729697752
0.7,1012,1012,0.209,3191.0,73.0,0.06277955717680206,0.06105795306664321,-9.481123676681634
0.71,1013,1013,0.171,4001.0,72.0,0.0488394665635878,0.06856047604003242,-10.263580829937002
0.72,1014,1014,0.162,4001.0,73.0,0.0434080414956188,0.07422963874476764,-10.587176022201344
0.73,1015,1015,0.177,3237.0,74.0,0.05256701824796863,0.06951152271681071,-8.630417955379672
0.74,1016,1016,0.209,4001.0,78.0,0.05913142975166284,0.06077702886601904,-13.708363443396983
0.75,1017,1017,0.166,4001.0,77.0,0.04504982289567946,0.07003782769998536,-11.119087469954925
0.76,1018,1018,0.194,3471.5,74.0,0.052347371073742155,0.06517395546071023,-11.060141911646038
0.77,1019,1019,0.23,4001.0,74.0,0.07010192697458427,0.051295944327086444,-12.872275169568852
0.78,1020,1020,0.204,3833.0,76.0,0.057938866459165024,0.06050246312173257,-11.777635097822644
0.79,1021,1021,0.179,4001.0,74.0,0.04769130692302602,0.06851485564062257,-11.892339059527265
0.8,1022,1022,0.113,2499.0,74.0,0.02652296372301869,0.0983183876502145,-4.79141807892835
0.81,1023,1023,0.246,3147.0,72.0,0.07837125587895241,0.04766790901676318,-8.640491680018899
0.82,1024,1024,0.173,3881.0,74.0,0.04368447810125658,0.06969749661390422,-15.328971968684911
0.83,1025,1025,0.184,4001.0,75.0,0.05103990380578037,0.0657571859251445,-11.991095643159412
0.84,1026,1026,0.174,4001.0,71.0,0.04496073859887613,0.06990145480959378,-6.859323533789481
0.85,1027,1027,0.153,4001.0,75.0,0.038984211394268185,0.07473436778801713,-14.042920512958183
0.86,1028,1028,0.196,4001.0,75.0,0.05334607450037118,0.06368529178635816,-7.660907048668765
0.87,1029,1029,0.254,4001.0,73.0,0.07549516928060863,0.04664875919951179,-10.079071685822724
0.88,1030,1030,0.198,3402.0,77.0,0.05483006875323694,0.06562484553548076,-9.591756836345589
0.89,1031,1031,0.18,3272.0,77.0,0.04950104438684218,0.07218962780136841,-8.86738045908445
0.9,1032,1032,0.223,3200.0,73.0,0.06605464835596427,0.05724833883254078,-10.511063004705067
0.91,1033,1033,0.215,2192.0,71.0,0.07328290404585248,0.06653381283462032,-4.3309603642475185
0.92,1034,1034,0.168,3801.0,74.0,0.0434313906751999,0.06943217803024793,-12.524544540065433
0.93,1035,1035,0.28,3622.0,76.0,0.08287931973905983,0.03781714899685044,-11.790367512324599
0.94,1036,1036,0.182,4001.0,74.0,0.050418088994593345,0.06666494033068446,-16.50576153341214
0.95,1037,1037,0.228,2707.0,71.0,0.07446153967079637,0.05484481444567165,-5.305281851426301
0.96,1038,1038,0.169,3970.0,75.0,0.04559700438638784,0.06987269982823635,-14.059294418807212
0.97,1039,1039,0.278,3370.0,73.0,0.09047938435620878,0.040111700470733355,-10.792235822641436
0.98,1040,1040,0.166,2510.5,71.0,0.04974062598976161,0.07749150905517072,-4.806661583994777
0.99,1041,1041,0.212,2745.0,78.0,0.06610641010666728,0.06479276718729417,-5.818914042849982
1.0,1042,1042,0.173,3208.5,70.0,0.04867434424543935,0.07226631576044162,-8.4825741613911
1.01,1043,1043,0.159,4001.0,72.0,0.04043451751109009,0.07688089688188438,-10.403206896897725
1.02,1044,1044,0.175,2966.0,73.0,0.04520465045438682,0.07354225404166215,-6.675293376055308
1.03,1045,1045,0.172,4001.0,73.0,0.0441424218638794,0.06970551854700408,-10.58532871782971
1.04,1046,1046,0.172,4001.0,72.0,0.0446959999458581,0.0706311705365402,-8.293723943457321
1.05,1047,1047,0.192,2545.0,79.0,0.05857492271123624,0.06981302228560689,-6.573496462146888
1.06,1048,1048,0.197,4001.0,75.0,0.05569522835633058,0.05990921520945948,-9.527304416883322
1.07,1049,1049,0.195,4001.0,73.0,0.05168910800102713,0.06369796091489284,-9.950165509718087
1.08,1050,1050,0.174,4001.0,76.0,0.044307276234388605,0.06880153647283736,-20.397285691418404
1.09,1051,1051,0.217,3915.0,76.0,0.057997551406903804,0.057797569375966154,-15.82403025033458
1.1,1052,1052,0.166,4001.0,74.0,0.041757978641139025,0.07280379904645401,-9.972936668693448
1.11,1053,1053,0.216,3778.0,72.0,0.05832382824808449,0.05938334218012384,-12.207714697378144
1.12,1054,1054,0.169,4001.0,78.0,0.04140033752468001,0.07177993529392145,-14.641110503787552
1.13,1055,1055,0.181,4001.0,72.0,0.045557872762897335,0.06648021029375766,-12.238909082572505
1.14,1056,1056,0.173,4001.0,71.0,0.04732693680088604,0.07006817769316684,-12.886834672025511
1.15,1057,1057,0.197,4001.0,73.0,0.051497832989304146,0.061745389097037216,-19.432683472047238
1.16,1058,1058,0.306,2527.0,72.0,0.09721500728524855,0.03057703465701549,-9.33109953187032
1.17,1059,1059,0.178,4001.0,73.0,0.0450900509089258,0.06950394457219533,-10.875471665560623
1.18,1060,1060,0.169,3130.0,75.0,0.0428928937625735,0.07428519624046004,-8.83599658291372
1.19,1061,1061,0.209,2878.0,70.0,0.058231909147198765,0.06221781600692655,-8.967168132505895
1.2,1062,1062,0.155,2919.0,77.0,0.03940610823866081,0.07730294849597029,-9.29152614895299
1.21,1063,1063,0.222,2358.0,72.0,0.06500242027756707,0.06159154427459478,-6.6433217623255185
1.22,1064,1064,0.166,3241.0,77.0,0.04436901588938575,0.07605323307547926,-8.383130887031538
1.23,1065,1065,0.179,4001.0,75.0,0.044981270574677525,0.06777454459711427,-8.81215398495317
1.24,1066,1066,0.216,4001.0,75.0,0.058060175771340636,0.058471075622956524,-15.538539481244602
1.25,1067,1067,0.166,3949.0,74.0,0.04112203469583924,0.07403691470208433,-11.918155505461506
1.26,1068,1068,0.221,4001.0,73.0,0.05921915948317968,0.05457424820190093,-15.126450606164475
1.27,1069,1069,0.194,4001.0,70.0,0.05020548742795403,0.06470465049079564,-14.544229715521656
1.28,1070,1070,0.167,3909.0,73.0,0.040243126250179916,0.07376406840425086,-12.773910099954053
1.29,1071,1071,0.164,3744.0,73.0,0.041492337530072664,0.07367241564991482,-9.356292509119843
1.3,1072,1072,0.301,2096.0,78.0,0.0966807300910832,0.03272201493773593,-6.659837508296672
1.31,1073,1073,0.166,4001.0,74.0,0.041804185507726,0.07345319781431027,-17.19215953507438
1.32,1074,1074,0.254,4001.0,73.0,0.06984866988214535,0.04579302178263375,-14.707664801128665
1.33,1075,1075,0.243,3623.0,78.0,0.06921670349822819,0.05096049683700168,-5.778378423541421
1.34,1076,1076,0.165,4001.0,74.0,0.041900442771203125,0.07271237613995919,-13.410178086940457
1.35,1077,1077,0.245,4001.0,76.0,0.06893532720777937,0.050612481346871394,-8.892934973579639
1.36,1078,1078,0.26,2778.0,71.0,0.0782923021657276,0.046561438074787805,-7.680892440651666
1.37,1079,1079,0.209,2482.0,73.0,0.06198091483426639,0.0672850920674465,-7.178564291090725
1.38,1080,1080,0.171,3261.0,73.0,0.04453629971924182,0.07267364429313376,-10.895360375619717
1.39,1081,1081,0.164,3860.0,73.0,0.038871735302355645,0.07426611792447418,-12.938652141979276
1.4,1082,1082,0.246,3345.0,73.0,0.07052380565548788,0.04854334363055636,-10.12898576690969
1.41,1083,1083,0.259,3194.0,74.0,0.0732838452703967,0.044345219628457576,-9.175128208784745
1.42,1084,1084,0.177,2493.0,74.0,0.04714765546135222,0.07416781847097811,-7.001523645726614
1.43,1085,1085,0.17,4001.0,71.0,0.04198625970635935,0.07009883307128388,-12.262674575242416
1.44,1086,1086,0.179,3719.0,75.0,0.04505992100817165,0.06999340806530045,-9.79043122846432
1.45,1087,1087,0.189,3285.5,75.0,0.050006848274299937,0.0676909731262734,-10.398880871873024
1.46,1088,1088,0.236,4001.0,70.0,0.06446764060990753,0.0494336589187001,-11.753119911503854
